id,text,label
218,الجودة خرافية والسعر ممتاز,positive
118,خيبة امل كبيرة الخدمة ماشي,negative
136,للاسف التعامل خايسة جدا,negative
396,والله المكان قمة ما تنلقى زيه في صنعاء,positive
319,الله يعطيهم العافية خدمتهم حلو,positive
259,المكان مو زين والنظافة صفر,negative
476,اسوا تجربة الخدمة سيئة,negative
53,ما شاء الله الخدمة رائع والطاقم محترم جدا,positive
45,الجودة تمام والسعر ممتاز,positive
58,الله يعطيهم العافية خدمتهم خرافي,positive
233,للاسف التعامل خايسة جدا,negative
322,تعامل راقي وخدمة ممتازة,positive
59,ما عندي كلام اقوله غير روعة,positive
101,الله يعطيهم العافية خدمتهم روعة,positive
153,المكان فاشلة والنظافة صفر,negative
17,توصيل خايسة وصل متاخر جدا,negative
290,اسوا تجربة الخدمة فاشل,negative
291,المنتج خرب بسرعة جودة تعبان,negative
21,المكان نظيف وطيب واسعاره مناسبة,positive
264,تعامل سيء ما يحترمون الزبون,negative
484,المنتج وصل بسرعة والجودة حلوة,positive
144,المنتج خرب بسرعة جودة ردي,negative
168,المكان نظيف وجميل واسعاره مناسبة,positive
73,جودة فاشل والسعر مرتفع,negative
256,لا انصح ابدا الخدمة زفت,negative
28,خيبة امل كبيرة الخدمة سيئة,negative
215,زرت االمكاان اامس واالحمد لله كاان راائعة,positive
363,تعامل راقي جدااا والخدمة رائع,positive
118,واالله االمكاان حلو ماا تنلقى زيه في صنعااء,positive
158,الجودة خرافية والسعر ممتاز,positive
16,تجربة ردي لن اعود مرة ثانية,negative
449,والله المكان ممتاز ما تنلقى زيه في صنعاء,positive
368,المنتج خايسة غير الصور,negative
400,ما شاء الله الخدمة رائعة والطاقم محترم جدا,positive
295,الله يعطيهم العافية خدمتهم جميلة,positive
128,االمنتج حلوة نفس االوصف باالضبط,positive
429,تجربة ماشي لن اعود مرة ثانية,negative
274,اسوا تجربة الخدمة فاشل,negative
91,الاكل طيبة والخدمة احسن,positive
106,ما انصح احد يروح المكان مو زين,negative
45,والله الخدمة ماشي جدا ما انصح,negative
96,انصحكم فيه المكان اسطوري بزاف,positive
221,ما انصح احد يروح المكان ماشي,negative
463,اسوا تجربة الخدمة فاشلة,negative
46,زرت المكان امس والحمد لله كان حلو,positive
464,اسعار مبالغ فيها والخدمة سيئة,negative
188,ما انصح احد يروح المكان خايس,negative
52,المنتج وصل متاخر والجودة مو حلو,negative
283,المنتج تمام نفس الوصف بالضبط,positive
250,المنتج وصل متاخر والجودة خايس,negative
302,تجربة خايس لن اعود مرة ثانية,negative
39,ماا عندي كلاام ااقوله غير قمة,positive
20,منتج روعة وانصح الجميع فيه,positive
386,ماا اانصح ااحد يروح االمكاان تعباان,negative
497,تاخير كبير والتعامل ردي,negative
209,تعامل مو حلو ما يحترمون الزبون,negative
80,خدمة العملاء طيب والتوصيل سريع,positive
130,تجربة طيبة بكل المقاييس,positive
442,المنتج وصل متاخر والجودة تعبان,negative
142,تعاامل رااقي وخدمة روعة,positive
408,خيبة امل كبيرة الخدمة ردي,negative
419,الجودة اسطوري والسعر ممتاز,positive
74,واالله االخدمة خاايس جداا ماا اانصح,negative
364,والله المكان قمة ما تنلقى زيه في صنعاء,positive
292,تعامل راقي جدااا والخدمة اسطوري,positive
246,الله يعطيهم العافية خدمتهم حلوة,positive
70,ماا اانصح ااحد يروح االمكاان خاايسة,negative
493,تعامل راقي جدااا والخدمة قمة,positive
155,خدمة االعملااء حلوة واالتوصيل سريع,positive
199,منتج رائعة وانصح الجميع فيه,positive
387,المكان مو زين والنظافة صفر,negative
406,تعامل فاشل ما يحترمون الزبون,negative
262,اافضل مكاان في االمنطقة االخدمة تماام,positive
162,تجربة مو حلو لن اعود مرة ثانية,negative
90,خدمة العملاء ردي لا يردون,negative
318,ماا اانصح ااحد يروح االمكاان مو زين,negative
18,اول مرة اجرب وطلع ممتاز جدا,positive
172,الاكل تعبانة والخدمة اسوا,negative
182,تجربة ممتاز بكل المقاييس,positive
20,خدمة العملاء تعبان لا يردون,negative
301,تجربة ممتاز بكل المقاييس,positive
226,االمنتج خرب بسرعة جودة ردية,negative
382,االااكل سيئة واالخدمة ااسواا,negative
160,تاخير كبير والتعامل تعبان,negative
276,الاكل فاشل والخدمة اسوا,negative
452,المنتج تمام نفس الوصف بالضبط,positive
472,والله الخدمة ردية جدا ما انصح,negative
307,خدمة العملاء ماشي لا يردون,negative
445,منتج تماام واانصح االجميع فيه,positive
447,انصحكم فيه المكان رائع بزاف,positive
141,المنتج خرب بسرعة جودة ردي,negative
391,اول مرة اجرب وطلع ممتاز جدا,positive
219,تعامل راقي جدااا والخدمة قمة,positive
137,منتج جميلة وانصح الجميع فيه,positive
353,االمكاان مو حلو واالنظاافة صفر,negative
287,المنتج خرب بسرعة جودة ماشي,negative
147,اسعار مبالغ فيها والخدمة فاشل,negative
475,تاخير كبير والتعامل ماشي,negative
307,ما عندي كلام اقوله غير حلوة,positive
346,لاا اانصح اابداا االخدمة مو حلو,negative
461,المنتج وصل بسرعة والجودة خرافي,positive
464,الله يعطيهم العافية خدمتهم تمام,positive
243,لا انصح ابدا الخدمة سيء,negative
341,الاكل طيب مررررة قمة والسعر معقول,positive
442,منتج حلوة وانصح الجميع فيه,positive
321,تجربة حلوة بكل المقاييس,positive
401,والله الخدمة زفت جدا ما انصح,negative
496,المكان سيء والاسعار غالية بزاف,negative
192,المنتج سيء ما يستاهل فلوسه,negative
242,المنتج فاشلة غير الصور,negative
429,زرت المكان امس والحمد لله كان قمة,positive
234,والله المكان خرافي ما تنلقى زيه في صنعاء,positive
277,منتج طيب وانصح الجميع فيه,positive
160,ما عندي كلام اقوله غير رائعة,positive
375,خيبة امل كبيرة الخدمة سيء,negative
270,االجودة طيب واالسعر ممتااز,positive
420,خدمة العملاء مو حلو لا يردون,negative
392,ماا اانصح ااحد يروح االمكاان سيء,negative
146,الاكل جميلة والخدمة احسن,positive
271,المكان مو حلو والاسعار غالية بزاف,negative
217,تجربة ممتاز بكل المقاييس,positive
289,المنتج خرب بسرعة جودة مو زين,negative
370,والله الخدمة تعبان جدا ما انصح,negative
456,والله المكان رائعة ما تنلقى زيه في صنعاء,positive
212,والله المكان جميلة ما تنلقى زيه في صنعاء,positive
211,المكان نظيف وخرافية واسعاره مناسبة,positive
173,منتج ممتااز واانصح االجميع فيه,positive
236,المكان مو حلو والنظافة صفر,negative
376,المكان زفت والاسعار غالية بزاف,negative
354,المنتج ردية ما يستاهل فلوسه,negative
176,انصحكم فيه المكان اسطوري بزاف,positive
230,الجودة حلو والسعر ممتاز,positive
457,توصيل مو حلو وصل متااخر جداا,negative
485,تعامل راقي وخدمة قمة,positive
359,المكان مو زين والنظافة صفر,negative
19,تعامل راقي وخدمة رائعة,positive
95,تاخير كبير والتعامل ردية,negative
362,تعاامل رااقي جداااااا واالخدمة ااسطوري,positive
327,خدمة العملاء اسطوري والتوصيل سريع,positive
500,الاكل ردية والخدمة اسوا,negative
489,والله الخدمة فاشل جدا ما انصح,negative
361,المنتج جميلة نفس الوصف بالضبط,positive
87,اسعار مبالغ فيها والخدمة ماشي,negative
459,جودة تعبانة والسعر مرتفع,negative
223,المنتج وصل بسرعة والجودة خرافي,positive
193,لا انصح ابدا الخدمة فاشلة,negative
125,تعامل راقي وخدمة روعة,positive
36,االمنتج وصل بسرعة واالجودة راائعة,positive
476,ما عندي كلام اقوله غير قمة,positive
499,اسوا تجربة الخدمة مو زين,negative
5,الاكل طيب مررررة تمام والسعر معقول,positive
188,ما عندي كلام اقوله غير طيب,positive
48,االمكاان نظيف وخراافية وااسعااره منااسبة,positive
194,زرت االمكاان اامس واالحمد لله كاان راائعة,positive
456,جودة مو حلو والسعر مرتفع,negative
272,ما عندي كلام اقوله غير رائعة,positive
69,تجربة حلوة بكل المقاييس,positive
195,المنتج خرب بسرعة جودة سيئة,negative
143,تجربة ردية لن ااعود مرة ثاانية,negative
105,واالله االخدمة زفت جداا ماا اانصح,negative
440,خدمة العملاء رائعة والتوصيل سريع,positive
3,اول مرة اجرب وطلع تمام جدا,positive
245,ما انصح احد يروح المكان سيء,negative
462,الله يعطيهم العافية خدمتهم رائعة,positive
198,والله المكان ممتازة ما تنلقى زيه في صنعاء,positive
115,لاا اانصح اابداا االخدمة مو زين,negative
60,بصراحة المكان ممتازة ما توقعت كذا,positive
499,انصحكم فيه المكان خرافية بزاف,positive
232,زرت االمكاان اامس واالحمد لله كاان طيب,positive
275,المنتج خايسة ما يستاهل فلوسه,negative
258,المكان ماشي والاسعار غالية بزاف,negative
487,ما انصح احد يروح المكان سيئة,negative
167,المنتج خرافية نفس الوصف بالضبط,positive
444,خدمة العملاء فاشل لا يردون,negative
399,تعامل خايسة ما يحترمون الزبون,negative
340,تاخير كبير والتعامل سيئة,negative
352,الجودة جميل والسعر ممتاز,positive
297,الاكل ردية والخدمة اسوا,negative
121,تجربة روعة بكل المقاييس,positive
410,جودة فااشلة واالسعر مرتفع,negative
77,االمنتج وصل متااخر واالجودة زفت,negative
8,لا انصح ابدا الخدمة خايس,negative
426,الاكل جميل والخدمة احسن,positive
185,اسعار مبالغ فيها والخدمة تعبانة,negative
384,خيبة اامل كبيرة االخدمة تعباانة,negative
478,المكان سيئة والنظافة صفر,negative
82,ما عندي كلام اقوله غير طيب,positive
240,الجودة رائعة والسعر ممتاز,positive
127,ما انصح احد يروح المكان تعبان,negative
306,الاكل روعة والخدمة احسن,positive
16,زرت المكان امس والحمد لله كان ممتاز,positive
465,تعامل راقي جدااا والخدمة ممتازة,positive
333,ما عندي كلام اقوله غير حلوة,positive
283,والله الخدمة زفت جدا ما انصح,negative
104,خدمة العملاء زفت لا يردون,negative
288,ما انصح احد يروح المكان سيء,negative
431,المنتج خرب بسرعة جودة خايسة,negative
377,انصحكم فيه المكان خرافية بزاف,positive
494,الاكل سيئة والخدمة اسوا,negative
296,ما انصح احد يروح المكان خايس,negative
340,الاكل قمة والخدمة احسن,positive
282,المنتج وصل بسرعة والجودة جميلة,positive
109,تجربة خايس لن اعود مرة ثانية,negative
479,منتج رائعة وانصح الجميع فيه,positive
48,تاخير كبير والتعامل خايس,negative
175,تعامل فاشلة ما يحترمون الزبون,negative
255,ما انصح احد يروح المكان ردي,negative
108,والله المكان اسطوري ما تنلقى زيه في صنعاء,positive
207,المنتج وصل متاخر والجودة فاشلة,negative
467,المنتج ممتاز نفس الوصف بالضبط,positive
138,المنتج خرافي نفس الوصف بالضبط,positive
422,خدمة العملاء فاشلة لا يردون,negative
278,لا انصح ابدا الخدمة مو زين,negative
418,الله يعطيهم العافية خدمتهم روعة,positive
408,افضل مكان في المنطقة الخدمة جميل,positive
477,تعامل راقي جدااا والخدمة جميل,positive
327,جودة تعبان والسعر مرتفع,negative
290,اول مرة اجرب وطلع خرافي جدا,positive
177,خدمة االعملااء سيء لاا يردون,negative
251,تاخير كبير والتعامل ردي,negative
417,الله يعطيهم العافية خدمتهم قمة,positive
469,تعامل راقي جدااا والخدمة طيب,positive
394,للاسف التعامل سيئة جدا,negative
168,المنتج وصل متاخر والجودة فاشلة,negative
126,خدمة االعملااء روعة واالتوصيل سريع,positive
475,زرت المكان امس والحمد لله كان رائعة,positive
208,افضل مكان في المنطقة الخدمة روعة,positive
64,الاكل جميلة والخدمة احسن,positive
225,المنتج تعبان ما يستاهل فلوسه,negative
406,المنتج جميل نفس الوصف بالضبط,positive
480,الله يعطيهم العافية خدمتهم اسطوري,positive
187,تاخير كبير والتعامل فاشلة,negative
111,والله الخدمة تعبانة جدا ما انصح,negative
252,لا انصح ابدا الخدمة تعبانة,negative
151,تجربة ردي لن اعود مرة ثانية,negative
356,الله يعطيهم العافية خدمتهم حلوة,positive
267,للاسف التعامل فاشلة جدا,negative
411,تجربة مو زين لن اعود مرة ثانية,negative
345,لا انصح ابدا الخدمة مو حلو,negative
210,المكان نظيف وممتاز واسعاره مناسبة,positive
30,بصراحة المكان حلوة ما توقعت كذا,positive
350,اانصحكم فيه االمكاان طيبة بزااف,positive
150,المنتج وصل بسرعة والجودة حلوة,positive
77,ما شاء الله الخدمة حلو والطاقم محترم جدا,positive
286,المنتج وصل بسرعة والجودة جميل,positive
439,والله المكان تمام ما تنلقى زيه في صنعاء,positive
346,افضل مكان في المنطقة الخدمة خرافي,positive
49,خيبة امل كبيرة الخدمة فاشلة,negative
231,ما عندي كلام اقوله غير جميل,positive
68,جودة ماشي والسعر مرتفع,negative
221,الاكل خرافي والخدمة احسن,positive
421,خدمة العملاء خايس لا يردون,negative
33,والله الخدمة ماشي جدا ما انصح,negative
83,الله يعطيهم العافية خدمتهم روعة,positive
488,المكان نظيف وخرافي واسعاره مناسبة,positive
393,المنتج تعبانة غير الصور,negative
157,خيبة امل كبيرة الخدمة تعبانة,negative
272,الاكل ماشي والخدمة اسوا,negative
161,والله المكان رائعة ما تنلقى زيه في صنعاء,positive
331,ااول مرة ااجرب وطلع راائع جداا,positive
3,جودة ماشي والسعر مرتفع,negative
489,المكان نظيف وتمام واسعاره مناسبة,positive
266,المنتج فاشل غير الصور,negative
500,بصرااحة االمكاان روعة ماا توقعت كذاا,positive
336,المنتج وصل بسرعة والجودة حلو,positive
390,خيبة امل كبيرة الخدمة ماشي,negative
313,اسعار مبالغ فيها والخدمة فاشل,negative
492,المنتج وصل متاخر والجودة ردية,negative
10,ما عندي كلام اقوله غير حلوة,positive
120,ما عندي كلام اقوله غير حلو,positive
438,تعامل مو حلو ما يحترمون الزبون,negative
115,افضل مكان في المنطقة الخدمة رائعة,positive
113,المكان خايس والنظافة صفر,negative
119,المنتج حلوة نفس الوصف بالضبط,positive
251,تعاامل رااقي جداااااا واالخدمة راائع,positive
497,تجربة رائعة بكل المقاييس,positive
23,منتج رائعة وانصح الجميع فيه,positive
498,المكان تعبان والاسعار غالية بزاف,negative
395,تاخير كبير والتعامل مو حلو,negative
473,بصراحة المكان ممتازة ما توقعت كذا,positive
373,ما عندي كلام اقوله غير تمام,positive
468,زرت االمكاان اامس واالحمد لله كاان جميلة,positive
231,خيبة امل كبيرة الخدمة زفت,negative
344,تجربة ممتاز بكل المقاييس,positive
167,المنتج خايسة ما يستاهل فلوسه,negative
306,اسوا تجربة الخدمة سيئة,negative
169,االله يعطيهم االعاافية خدمتهم طيب,positive
42,انصحكم فيه المكان حلوة بزاف,positive
319,خيبة امل كبيرة الخدمة تعبانة,negative
432,اسعار مبالغ فيها والخدمة ماشي,negative
281,المنتج حلوة نفس الوصف بالضبط,positive
244,االمكاان نظيف وراائعة وااسعااره منااسبة,positive
166,انصحكم فيه المكان رائعة بزاف,positive
43,المنتج وصل بسرعة والجودة حلوة,positive
279,جودة خايس والسعر مرتفع,negative
253,االمنتج روعة نفس االوصف باالضبط,positive
25,انصحكم فيه المكان تمام بزاف,positive
52,انصحكم فيه المكان جميل بزاف,positive
246,الاكل ماشي والخدمة اسوا,negative
159,تعامل راقي جدااا والخدمة ممتازة,positive
455,المنتج مو زين ما يستاهل فلوسه,negative
249,االمكاان سيئة واالااسعاار غاالية بزااف,negative
248,تجربة اسطوري بكل المقاييس,positive
29,والله المكان رائع ما تنلقى زيه في صنعاء,positive
304,المنتج وصل متاخر والجودة فاشل,negative
56,جودة مو حلو والسعر مرتفع,negative
302,الله يعطيهم العافية خدمتهم اسطوري,positive
149,ماا شااء االله االخدمة جميلة واالطااقم محترم جداا,positive
284,المنتج ماشي غير الصور,negative
280,الاكل تعبان والخدمة اسوا,negative
305,تاخير كبير والتعامل فاشل,negative
339,انصحكم فيه المكان رائعة بزاف,positive
189,المنتج وصل بسرعة والجودة رائعة,positive
205,المكان ماشي والنظافة صفر,negative
79,جودة زفت والسعر مرتفع,negative
12,بصراحة المكان رائعة ما توقعت كذا,positive
444,والله المكان طيبة ما تنلقى زيه في صنعاء,positive
294,تعامل راقي جدااا والخدمة حلو,positive
108,المنتج وصل متاخر والجودة تعبان,negative
123,المكان نظيف وجميل واسعاره مناسبة,positive
487,والله المكان روعة ما تنلقى زيه في صنعاء,positive
222,للاسف التعامل تعبان جدا,negative
71,ما عندي كلام اقوله غير طيبة,positive
214,انصحكم فيه المكان خرافي بزاف,positive
18,اسعار مبالغ فيها والخدمة ماشي,negative
433,خيبة امل كبيرة الخدمة تعبانة,negative
31,خدمة العملاء ماشي لا يردون,negative
416,خدمة االعملااء خاايس لاا يردون,negative
373,ما انصح احد يروح المكان مو زين,negative
357,خدمة العملاء مو زين لا يردون,negative
308,ماا اانصح ااحد يروح االمكاان مو زين,negative
407,والله الخدمة ماشي جدا ما انصح,negative
281,المنتج وصل متاخر والجودة سيء,negative
350,المكان تعبانة والاسعار غالية بزاف,negative
397,االمنتج زفت ماا يستااهل فلوسه,negative
474,تعامل سيئة ما يحترمون الزبون,negative
445,االمنتج وصل متااخر واالجودة زفت,negative
93,المكان زفت والاسعار غالية بزاف,negative
57,تجربة سيئة لن اعود مرة ثانية,negative
201,االله يعطيهم االعاافية خدمتهم طيب,positive
409,تاخير كبير والتعامل زفت,negative
447,للاسف التعامل فاشل جدا,negative
269,االمكاان تعباان واالااسعاار غاالية بزااف,negative
152,خيبة امل كبيرة الخدمة سيئة,negative
103,زرت المكان امس والحمد لله كان خرافي,positive
407,ما عندي كلام اقوله غير رائع,positive
113,االمنتج خراافي نفس االوصف باالضبط,positive
91,المنتج ردية غير الصور,negative
477,الاكل ردية والخدمة اسوا,negative
239,ما عندي كلام اقوله غير حلوة,positive
466,المنتج وصل بسرعة والجودة خرافي,positive
53,جودة فاشلة والسعر مرتفع,negative
241,ما عندي كلام اقوله غير اسطوري,positive
316,اسعار مبالغ فيها والخدمة فاشل,negative
50,تجربة رائع بكل المقاييس,positive
114,الجودة خرافية والسعر ممتاز,positive
214,المنتج وصل متاخر والجودة مو حلو,negative
359,بصراحة المكان حلو ما توقعت كذا,positive
324,اسعار مبالغ فيها والخدمة سيء,negative
67,منتج قمة وانصح الجميع فيه,positive
22,تجربة مااشي لن ااعود مرة ثاانية,negative
437,افضل مكان في المنطقة الخدمة روعة,positive
265,الجودة طيب والسعر ممتاز,positive
398,تجربة مااشي لن ااعود مرة ثاانية,negative
465,اسعار مبالغ فيها والخدمة ماشي,negative
400,جودة سيء والسعر مرتفع,negative
33,الجودة خرافي والسعر ممتاز,positive
369,جودة ماشي والسعر مرتفع,negative
69,المنتج خايس غير الصور,negative
194,تاخير كبير والتعامل ماشي,negative
287,المكان نظيف وممتازة واسعاره مناسبة,positive
329,اول مرة اجرب وطلع روعة جدا,positive
295,للاسف التعامل زفت جدا,negative
413,جودة مو زين والسعر مرتفع,negative
309,ماا شااء االله االخدمة طيبة واالطااقم محترم جداا,positive
314,بصراحة المكان طيبة ما توقعت كذا,positive
55,المنتج خرب بسرعة جودة ردية,negative
300,المنتج خرب بسرعة جودة مو زين,negative
24,الاكل جميلة والخدمة احسن,positive
351,بصراحة المكان ممتاز ما توقعت كذا,positive
43,تجربة خايس لن اعود مرة ثانية,negative
275,افضل مكان في المنطقة الخدمة طيب,positive
403,خيبة امل كبيرة الخدمة تعبانة,negative
363,الاكل تعبان والخدمة اسوا,negative
385,اسوا تجربة الخدمة تعبانة,negative
183,ما شاء الله الخدمة خرافية والطاقم محترم جدا,positive
491,المكان نظيف وطيب واسعاره مناسبة,positive
191,توصيل فااشل وصل متااخر جداا,negative
462,المنتج خرب بسرعة جودة زفت,negative
402,المكان فاشلة والنظافة صفر,negative
26,تجربة سيئة لن اعود مرة ثانية,negative
313,تعامل راقي جدااا والخدمة جميلة,positive
347,لا انصح ابدا الخدمة سيئة,negative
146,المنتج خرب بسرعة جودة فاشلة,negative
238,انصحكم فيه المكان تمام بزاف,positive
470,الاكل تمام والخدمة احسن,positive
257,تعامل راقي جدااا والخدمة طيبة,positive
335,خدمة العملاء حلوة والتوصيل سريع,positive
163,للاسف التعامل ماشي جدا,negative
180,المنتج تعبانة ما يستاهل فلوسه,negative
189,المكان سيئة والاسعار غالية بزاف,negative
63,زرت المكان امس والحمد لله كان طيبة,positive
448,اول مرة اجرب وطلع طيب جدا,positive
72,الجودة جميلة والسعر ممتاز,positive
443,تعامل راقي وخدمة جميلة,positive
99,للاسف التعامل مو زين جدا,negative
134,االمنتج خرب بسرعة جودة مو زين,negative
237,ماا اانصح ااحد يروح االمكاان تعباان,negative
7,الجودة جميلة والسعر ممتاز,positive
6,تعامل راقي جدااا والخدمة جميلة,positive
23,االمنتج خرب بسرعة جودة خاايسة,negative
148,االااكل طيب مررررة ممتااز واالسعر معقول,positive
71,المنتج خرب بسرعة جودة زفت,negative
387,ما عندي كلام اقوله غير حلوة,positive
92,المنتج طيبة نفس الوصف بالضبط,positive
81,انصحكم فيه المكان جميل بزاف,positive
140,خدمة العملاء فاشلة لا يردون,negative
471,الله يعطيهم العافية خدمتهم جميلة,positive
481,زرت المكان امس والحمد لله كان حلو,positive
337,المنتج خايسة ما يستاهل فلوسه,negative
242,ما شاء الله الخدمة رائعة والطاقم محترم جدا,positive
352,المنتج خرب بسرعة جودة مو حلو,negative
49,زرت المكان امس والحمد لله كان حلوة,positive
201,اسوا تجربة الخدمة تعبان,negative
122,توصيل ردي وصل متاخر جدا,negative
140,ما شاء الله الخدمة تمام والطاقم محترم جدا,positive
2,خدمة العملاء ممتاز والتوصيل سريع,positive
371,المكان سيئة والاسعار غالية بزاف,negative
195,ما شاء الله الخدمة خرافية والطاقم محترم جدا,positive
252,تعامل راقي وخدمة ممتازة,positive
273,تعامل راقي جدااا والخدمة رائع,positive
455,انصحكم فيه المكان طيب بزاف,positive
425,تعامل راقي جدااا والخدمة جميل,positive
41,الله يعطيهم العافية خدمتهم اسطوري,positive
372,المنتج مو حلو غير الصور,negative
152,زرت المكان امس والحمد لله كان رائع,positive
171,تعامل راقي وخدمة جميلة,positive
116,تاخير كبير والتعامل تعبان,negative
25,المنتج سيئة ما يستاهل فلوسه,negative
332,زرت االمكاان اامس واالحمد لله كاان راائعة,positive
